Gender,Age,Verification,Sexual_orientation,Sexual_polarity,Looking_for,Last_login,Member_since,Number_of_Comments_in_public_forum,Number_of_offline_meetings_attended,Profile_pictures,Risk,Days,Total_chat_time,Friends
female,51.4,Non_Verified,Heterosexual,Submisive,Men,before_8_days,2014-10-05,0,0.0,0.0,unknown_risk,00,0 days 07:57:00.000000000,2.0
male,44.0,Non_Verified,Heterosexual,Dominant,Nobody,before_36_days,2014-10-05,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,45.1,Non_Verified,Heterosexual,Dominant,Nobody_but_maybe,before_76_days,2011-06-04,0,0.0,0.0,unknown_risk,00,0 days 00:01:00.000000000,
male,31.6,Non_Verified,Heterosexual,Submisive,Nobody,before_954_days,2014-11-05,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,46.0,Non_Verified,bicurious,Submisive,Nobody,before_986_days,2014-11-05,0,0.0,0.0,unknown_risk,00,0 days 00:09:00.000000000,
female,38.9,Non_Verified,Heterosexual,Submisive,Nobody,before_685_days,2014-11-05,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,3.0
male,30.4,Non_Verified,bicurious,Submisive,Nobody,before_1084_days,2014-11-05,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,34.6,Non_Verified,Heterosexual,Submisive,Nobody,before_415_days,2014-11-05,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,29.9,Non_Verified,Heterosexual,Dominant,Nobody,before_2215_days,2011-06-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,44.2,Non_Verified,Heterosexual,Dominant,Women,before_6_days,2014-11-05,12,0.0,0.0,unknown_risk,00,0 days 05:06:00.000000000,
male,38.0,Non_Verified,bicurious,Submisive,Nobody,before_922_days,2014-11-05,0,0.0,0.0,unknown_risk,00,0 days 00:24:00.000000000,
male,25.4,Non_Verified,Heterosexual,Submisive,Nobody,before_1084_days,2014-11-05,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,45.0,Non_Verified,Heterosexual,Submisive,Men,before_820_days,2014-11-05,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,50.5,Non_Verified,bisexual,Dominant,Nobody,before_1080_days,2014-11-05,0,0.0,0.0,unknown_risk,00,0 days 00:27:00.000000000,
male,30.1,Non_Verified,Heterosexual,Dominant,Nobody,before_1084_days,2014-11-05,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,42.6,Non_Verified,Heterosexual,Dominant,Nobody,before_51_days,2011-06-04,21,0.0,0.0,unknown_risk,00,0 days 00:01:00.000000000,
male,24.2,Non_Verified,Heterosexual,Switch,Nobody,before_21_days,2014-11-05,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,1.0
female,37.3,Non_Verified,bisexual,Submisive,Nobody,before_966_days,2014-11-05,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,39.8,Non_Verified,Heterosexual,Switch,Nobody_but_maybe,before_3_days,2014-11-05,0,0.0,0.0,unknown_risk,07,0 days 04:13:00.000000000,10.0
female,34.9,Non_Verified,Heterosexual,Submisive,Nobody,before_55_days,2014-11-05,17,0.0,0.0,unknown_risk,00,0 days 15:23:00.000000000,6.0
female,21.2,Non_Verified,bicurious,Submisive,Nobody,before_1084_days,2014-11-05,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,29.2,Non_Verified,Heterosexual,Submisive,Nobody,before_1383_days,2011-06-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,26.8,Non_Verified,Heterosexual,Dominant,Nobody,before_892_days,2014-12-05,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,21.4,Non_Verified,Homosexual,Submisive,Nobody,before_1083_days,2014-12-05,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,38.8,Non_Verified,bisexual,Submisive,Men_and_Women,before_298_days,2014-12-05,0,0.0,0.0,unknown_risk,00,0 days 00:07:00.000000000,
male,38.4,Verified,Heterosexual,Switch,,before_25_days,2014-12-05,0,0.0,3.0,unknown_risk,00,0 days 00:00:00.000000000,1.0
male,31.6,Non_Verified,Heterosexual,Submisive,Nobody,before_578_days,2014-12-05,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,55.3,Non_Verified,Heterosexual,Submisive,Nobody,before_1083_days,2014-12-05,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,29.9,Non_Verified,Heterosexual,Dominant,Nobody,before_2104_days,2011-06-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,36.3,Non_Verified,Heterosexual,Dominant,Nobody,before_1083_days,2014-12-05,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,30.3,Non_Verified,Heterosexual,Switch,Women,before_7_days,2014-12-05,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,32.3,Non_Verified,Homosexual,Submisive,Nobody,before_320_days,2014-05-13,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,32.2,Verified,Heterosexual,Dominant,Women,before_11_days,2014-05-13,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,54.3,Non_Verified,Heterosexual,Switch,Nobody,before_2204_days,2011-06-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,33.4,Non_Verified,Heterosexual,Submisive,Nobody,before_880_days,2014-05-13,1,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,1.0
male,40.2,Non_Verified,Heterosexual,Dominant,Nobody,before_50_days,2014-05-13,0,0.0,0.0,unknown_risk,00,0 days 00:01:00.000000000,1.0
female,37.6,Non_Verified,Heterosexual,Dominant,Nobody,before_1082_days,2014-05-13,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,49.0,Non_Verified,bisexual,Submisive,Nobody,before_1082_days,2014-05-13,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,31.9,Non_Verified,Heterosexual,Dominant,Women,before_20_days,2011-06-04,0,0.0,0.0,unknown_risk,00,0 days 00:03:00.000000000,
female,27.9,Non_Verified,Heterosexual,Submisive,Men,before_1082_days,2014-05-13,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,27.6,Non_Verified,Heterosexual,Submisive,Nobody,before_67_days,2014-05-13,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,38.2,Non_Verified,bicurious,Switch,Men_and_Women,before_396_days,2014-05-13,0,0.0,12.0,unknown_risk,00,0 days 00:45:00.000000000,
male,43.0,Non_Verified,bisexual,Switch,Nobody,before_1080_days,2014-05-14,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,28.9,Non_Verified,bisexual,Submisive,Women,before_785_days,2014-05-14,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,38.3,Non_Verified,Heterosexual,Submisive,Nobody,before_1049_days,2014-05-14,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,38.7,Non_Verified,bicurious,Switch,Nobody,before_1081_days,2014-05-14,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,39.3,Non_Verified,Heterosexual,Dominant,Women,before_889_days,2014-05-14,0,0.0,3.0,unknown_risk,00,0 days 00:02:00.000000000,
male,27.3,Non_Verified,Heterosexual,Dominant,Nobody_but_maybe,before_971_days,2014-05-14,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,41.1,Non_Verified,Heterosexual,Submisive,Nobody,before_1_days,2011-06-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,31.5,Non_Verified,Heterosexual,Submisive,Nobody_but_maybe,before_654_days,2014-05-14,0,0.0,5.0,unknown_risk,00,0 days 00:34:00.000000000,2.0
male,51.6,Non_Verified,bicurious,Switch,Nobody,before_964_days,2014-05-14,0,1.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,1.0
male,34.9,Non_Verified,Heterosexual,Switch,Nobody,before_1081_days,2014-05-14,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,37.3,Non_Verified,Heterosexual,Dominant,Nobody,before_1081_days,2014-05-14,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,41.9,Non_Verified,Heterosexual,Submisive,Nobody_but_maybe,before_11_days,2011-06-04,0,0.0,0.0,unknown_risk,00,0 days 03:02:00.000000000,
male,34.4,Non_Verified,bicurious,Submisive,Nobody_but_maybe,before_1_days,2014-05-14,0,0.0,0.0,unknown_risk,00,0 days 05:04:00.000000000,1.0
female,48.5,Non_Verified,bicurious,Switch,Nobody,before_1071_days,2014-05-14,0,1.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,1.0
male,53.6,Non_Verified,bisexual,Switch,Nobody,before_1079_days,2014-05-14,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,42.9,Non_Verified,Heterosexual,Dominant,Nobody,before_7_days,2014-05-14,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,44.5,Non_Verified,bisexual,Submisive,Nobody,before_1080_days,2014-05-15,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,54.4,Non_Verified,Heterosexual,Dominant,Nobody,before_954_days,2014-05-15,0,0.0,0.0,unknown_risk,00,0 days 00:16:00.000000000,
male,48.3,Non_Verified,Heterosexual,Dominant,Nobody,before_846_days,2014-05-15,0,0.0,0.0,unknown_risk,00,0 days 00:43:00.000000000,
male,51.3,Non_Verified,Heterosexual,Submisive,Nobody_but_maybe,before_565_days,2011-07-04,3,0.0,2.0,unknown_risk,00,0 days 01:03:00.000000000,3.0
male,40.0,Non_Verified,Heterosexual,Switch,Nobody,before_31_days,2014-05-15,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,45.3,Non_Verified,bisexual,Switch,Nobody,before_823_days,2014-05-15,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,33.4,Verified,Heterosexual,Dominant,Men,before_1_days,2014-05-15,326,0.0,0.0,unknown_risk,04,0 days 12:44:00.000000000,7.0
male,41.0,Non_Verified,bicurious,Switch,Nobody,before_971_days,2014-05-15,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,23.7,Non_Verified,Heterosexual,Submisive,Nobody,before_1080_days,2014-05-15,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,32.0,Non_Verified,Heterosexual,Switch,Nobody,before_743_days,2014-05-15,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,39.5,Non_Verified,Heterosexual,Dominant,Women,before_12_days,2011-07-04,8,0.0,0.0,unknown_risk,00,0 days 03:25:00.000000000,
male,51.9,Non_Verified,bicurious,Submisive,Nobody,before_508_days,2014-05-15,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,51.7,Non_Verified,Heterosexual,Switch,Women,before_1078_days,2014-05-15,0,0.0,0.0,unknown_risk,00,0 days 00:09:00.000000000,
male,33.0,Non_Verified,Heterosexual,Submisive,Nobody,before_999_days,2014-05-15,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,32.8,Non_Verified,Heterosexual,Switch,Nobody,before_90_days,2014-05-15,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,3.0
male,39.5,Non_Verified,Heterosexual,Dominant,Nobody,before_6_days,2014-05-15,0,0.0,0.0,unknown_risk,00,0 days 00:55:00.000000000,
male,44.5,Non_Verified,bisexual,Dominant,Nobody,before_1079_days,2014-05-15,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,48.6,Non_Verified,Heterosexual,Dominant,Nobody,before_2210_days,2011-07-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,27.9,Non_Verified,Heterosexual,Submisive,Women,before_934_days,2014-05-15,0,0.0,1.0,unknown_risk,00,0 days 00:00:00.000000000,
male,27.9,Non_Verified,Heterosexual,Submisive,Nobody,before_1_days,2014-05-16,0,0.0,0.0,unknown_risk,00,0 days 00:15:00.000000000,
male,34.3,Non_Verified,Heterosexual,Dominant,Nobody,before_82_days,2014-05-16,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,49.4,Non_Verified,Heterosexual,Submisive,Nobody,before_187_days,2014-05-16,0,0.0,1.0,unknown_risk,00,0 days 00:48:00.000000000,
male,42.1,Non_Verified,Heterosexual,Dominant,Women,before_18_days,2014-05-16,22,0.0,0.0,unknown_risk,00,0 days 15:47:00.000000000,2.0
male,45.6,Non_Verified,Heterosexual,Dominant,Nobody,before_1614_days,2011-07-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,43.4,Non_Verified,Homosexual,Switch,Men,before_213_days,2014-05-16,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,30.1,Non_Verified,Heterosexual,Dominant,Nobody,before_1074_days,2014-05-16,0,1.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,1.0
male,24.3,Non_Verified,Heterosexual,Submisive,Nobody,before_870_days,2014-05-16,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,48.7,Non_Verified,Heterosexual,Dominant,Nobody,before_2261_days,2009-12-12,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,36.9,Non_Verified,Heterosexual,Dominant,Nobody,before_1068_days,2014-05-16,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,26.6,Non_Verified,Heterosexual,Switch,Nobody_but_maybe,before_1066_days,2014-05-16,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,41.7,Non_Verified,Heterosexual,Submisive,Women,before_55_days,2014-05-16,0,0.0,0.0,unknown_risk,00,0 days 02:16:00.000000000,1.0
male,43.7,Non_Verified,bisexual,Submisive,Nobody,before_943_days,2014-05-16,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,28.3,Non_Verified,Heterosexual,Dominant,Nobody,before_2213_days,2011-07-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,53.4,Non_Verified,bisexual,Submisive,Nobody,before_1067_days,2014-05-17,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,39.9,Non_Verified,bicurious,Switch,Nobody,before_1078_days,2014-05-17,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,42.8,Non_Verified,Heterosexual,Switch,Women,before_7_days,2014-05-17,0,0.0,0.0,unknown_risk,00,0 days 01:35:00.000000000,
male,39.2,Non_Verified,Heterosexual,Dominant,Women,before_985_days,2014-05-17,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,37.8,Non_Verified,Homosexual,Switch,Nobody,before_632_days,2014-05-17,0,0.0,0.0,unknown_risk,00,0 days 02:51:00.000000000,
female,33.4,Non_Verified,bisexual,Submisive,Nobody,before_2213_days,2011-07-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,43.9,Non_Verified,Heterosexual,Dominant,Nobody,before_1078_days,2014-05-17,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,34.6,Non_Verified,Heterosexual,Switch,Nobody,before_603_days,2014-05-17,0,0.0,0.0,unknown_risk,00,0 days 00:01:00.000000000,
male,54.3,Non_Verified,Heterosexual,Dominant,Nobody,before_2194_days,2011-08-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,21.9,Non_Verified,Heterosexual,Submisive,Nobody,before_1078_days,2014-05-17,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,38.2,Non_Verified,Heterosexual,Submisive,Nobody_but_maybe,before_16_days,2014-05-17,4,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,30.0,Non_Verified,Heterosexual,Dominant,Nobody,before_345_days,2014-05-17,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,27.4,Non_Verified,bisexual,Submisive,Nobody,before_716_days,2014-05-17,1,0.0,0.0,unknown_risk,00,0 days 02:04:00.000000000,
female,23.7,Non_Verified,bisexual,Submisive,Nobody,before_930_days,2014-05-17,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,44.7,Non_Verified,Heterosexual,Dominant,Nobody,before_1055_days,2014-05-18,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,27.4,Non_Verified,bicurious,Submisive,Nobody,before_1013_days,2014-05-18,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,28.3,Non_Verified,Heterosexual,Switch,Women,before_1023_days,2014-05-18,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,44.4,Non_Verified,Heterosexual,Dominant,Nobody,before_1065_days,2014-05-18,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,36.0,Non_Verified,Heterosexual,Switch,Nobody,before_1042_days,2014-05-18,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,38.6,Non_Verified,Heterosexual,Dominant,Nobody,before_2210_days,2011-08-04,0,0.0,3.0,unknown_risk,00,0 days 00:00:00.000000000,
male,55.0,Non_Verified,bisexual,Submisive,Nobody,before_150_days,2014-05-18,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,42.3,Non_Verified,Heterosexual,Switch,Nobody,before_153_days,2014-05-18,0,0.0,0.0,unknown_risk,00,0 days 03:52:00.000000000,1.0
female,32.6,Non_Verified,bisexual,Submisive,Nobody,before_1032_days,2014-05-18,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,37.4,Non_Verified,Heterosexual,Submisive,Nobody,before_847_days,2014-05-18,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,29.9,Non_Verified,bisexual,Submisive,Nobody,before_1068_days,2014-05-18,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,23.8,Non_Verified,bicurious,Submisive,Nobody,before_1077_days,2014-05-18,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,36.4,Non_Verified,Heterosexual,Submisive,Nobody,before_1077_days,2014-05-18,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,38.5,Non_Verified,Heterosexual,Dominant,Nobody,before_2213_days,2011-08-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,36.4,Non_Verified,Heterosexual,Dominant,Women,before_348_days,2014-05-18,0,2.0,2.0,unknown_risk,00,0 days 00:00:00.000000000,1.0
female,25.4,Non_Verified,bicurious,Switch,Nobody,before_1071_days,2014-05-18,0,1.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,2.0
male,23.6,Non_Verified,bicurious,Submisive,Women,before_63_days,2014-05-18,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,35.8,Non_Verified,Heterosexual,Switch,Nobody_but_maybe,before_15_days,2014-05-18,2,0.0,0.0,unknown_risk,00,0 days 00:19:00.000000000,1.0
male,31.8,Non_Verified,bisexual,Submisive,Nobody,before_882_days,2014-05-18,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,34.5,Non_Verified,Heterosexual,Switch,Nobody,before_1017_days,2014-05-18,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,41.8,Non_Verified,bicurious,Dominant,Nobody,before_1077_days,2014-05-18,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,50.5,Non_Verified,Heterosexual,Dominant,Women,before_1_days,2011-08-04,1,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,44.4,Non_Verified,Heterosexual,Dominant,Nobody,before_3_days,2014-05-18,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,32.2,Verified,Heterosexual,Switch,Women,before_1064_days,2014-05-18,0,1.0,0.0,unknown_risk,00,0 days 00:03:00.000000000,1.0
female,49.9,Non_Verified,Heterosexual,Submisive,Nobody,before_1077_days,2014-05-18,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,38.5,Non_Verified,Heterosexual,Dominant,Women,before_1044_days,2014-05-19,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,42.0,Non_Verified,Heterosexual,Dominant,Nobody,before_1072_days,2014-05-19,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,26.1,Non_Verified,bicurious,Submisive,Nobody,before_42_days,2014-05-19,4,0.0,1.0,unknown_risk,00,0 days 03:50:00.000000000,7.0
male,42.2,Non_Verified,bisexual,Submisive,Nobody,before_2213_days,2011-08-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,47.1,Non_Verified,Heterosexual,Submisive,Nobody,before_1025_days,2014-05-19,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,48.5,Non_Verified,Homosexual,Submisive,Men,before_1076_days,2014-05-19,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,34.2,Non_Verified,Heterosexual,Submisive,Nobody,before_871_days,2014-05-19,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,53.4,Non_Verified,Heterosexual,Submisive,Nobody_but_maybe,before_3_days,2014-05-19,0,0.0,0.0,unknown_risk,00,0 days 02:36:00.000000000,
male,41.3,Non_Verified,Heterosexual,Dominant,Nobody,before_1075_days,2014-05-19,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,34.8,Non_Verified,Heterosexual,Dominant,Nobody,before_1067_days,2014-05-19,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,42.2,Non_Verified,Heterosexual,Dominant,Nobody,before_1712_days,2011-09-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,34.0,Verified,Homosexual,Submisive,Men,before_4_days,2014-05-19,0,1.0,1.0,unknown_risk,00,0 days 00:00:00.000000000,7.0
female,37.9,Non_Verified,Heterosexual,Switch,Nobody,before_904_days,2014-05-19,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,41.0,Non_Verified,Heterosexual,Dominant,Nobody,before_1076_days,2014-05-19,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,33.7,Non_Verified,Heterosexual,Dominant,Nobody,before_602_days,2014-05-20,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,53.4,Non_Verified,Heterosexual,Submisive,Nobody,before_427_days,2014-05-20,0,0.0,0.0,unknown_risk,00,0 days 00:26:00.000000000,
male,30.1,Non_Verified,Heterosexual,Switch,Women,before_607_days,2014-05-20,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,24.0,Non_Verified,Heterosexual,Switch,Nobody,before_1075_days,2014-05-20,0,0.0,0.0,unknown_risk,00,0 days 00:25:00.000000000,
male,42.7,Non_Verified,Heterosexual,Dominant,Nobody,before_32_days,2009-02-11,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,48.5,Non_Verified,Heterosexual,Submisive,Nobody,before_2190_days,2011-09-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,37.8,Non_Verified,Heterosexual,Dominant,Women,before_1_days,2014-05-20,28,0.0,3.0,unknown_risk,00,0 days 07:42:00.000000000,
male,33.7,Non_Verified,Heterosexual,Dominant,Nobody,before_695_days,2014-05-20,3,0.0,0.0,unknown_risk,00,0 days 02:25:00.000000000,1.0
male,23.6,Non_Verified,Heterosexual,Submisive,Women,before_699_days,2014-05-20,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,41.3,Non_Verified,Heterosexual,Submisive,Nobody,before_915_days,2014-05-20,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,44.2,Non_Verified,bisexual,Switch,Nobody,before_2212_days,2011-09-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,34.8,Non_Verified,Heterosexual,Dominant,Nobody,before_1075_days,2014-05-20,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,27.0,Non_Verified,Heterosexual,Switch,Nobody,before_981_days,2014-05-20,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,21.4,Non_Verified,Heterosexual,Submisive,Nobody,before_1075_days,2014-05-20,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,21.4,Non_Verified,bisexual,Switch,Nobody,before_1075_days,2014-05-20,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,30.1,Non_Verified,Heterosexual,Switch,Nobody,before_1075_days,2014-05-20,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,38.4,Non_Verified,bisexual,Dominant,Men_and_Women,before_1_days,2014-05-20,0,0.0,0.0,unknown_risk,00,0 days 00:18:00.000000000,
male,27.8,Non_Verified,Heterosexual,Dominant,Women,before_1073_days,2014-05-20,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,31.2,Non_Verified,Heterosexual,Submisive,Nobody,before_1074_days,2014-05-21,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,51.8,Non_Verified,Heterosexual,Dominant,Nobody,before_7_days,2014-05-21,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,27.5,Non_Verified,Homosexual,Switch,Men,before_501_days,2014-05-21,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,25.8,Non_Verified,Homosexual,Switch,Nobody,before_1689_days,2011-10-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,24.8,Non_Verified,bicurious,Dominant,Nobody,before_1074_days,2014-05-21,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,41.3,Non_Verified,Heterosexual,Submisive,Men,before_1025_days,2014-05-21,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,42.3,Non_Verified,Heterosexual,Submisive,Nobody,before_648_days,2014-05-21,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,28.5,Non_Verified,bisexual,Submisive,Women,before_515_days,2014-05-21,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,35.8,Non_Verified,Heterosexual,Dominant,Nobody,before_1074_days,2014-05-21,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,40.7,Non_Verified,Heterosexual,Submisive,Nobody,before_1052_days,2014-05-21,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,42.0,Non_Verified,Heterosexual,Dominant,Nobody,before_1072_days,2014-05-21,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,38.1,Non_Verified,Heterosexual,Dominant,Nobody,before_2211_days,2011-10-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,37.6,Non_Verified,bisexual,Submisive,Nobody,before_165_days,2014-05-21,0,0.0,0.0,unknown_risk,00,0 days 00:13:00.000000000,1.0
female,48.9,Non_Verified,Heterosexual,Switch,Nobody_but_maybe,before_488_days,2014-05-21,0,0.0,0.0,unknown_risk,00,0 days 00:01:00.000000000,
male,39.1,Non_Verified,bisexual,Switch,Nobody,before_1074_days,2014-05-21,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,28.9,Non_Verified,Heterosexual,Dominant,Nobody,before_176_days,2014-05-21,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,33.9,Non_Verified,Heterosexual,Dominant,Women,before_385_days,2014-05-21,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,39.6,Non_Verified,Heterosexual,Submisive,Women,before_277_days,2014-05-21,0,0.0,2.0,unknown_risk,00,0 days 00:00:00.000000000,
